POST,GROUP_ID,GROUP_TIME,SLICE_TIME
BehavioralFeature_abstract_no_method,19_50/005,180000,34790
InformationItem_has_no,19_50/006,0,0
ReadLinkObjectEndAction_ends_of_association,19_50/007,0,0
LinkAction_not_static,19_50/008,0,0
StringExpression_operands,19_50/009,0,0
Behavior_feature_of_context_classifier,19_50/010,0,0
CommunicationPath_association_ends,19_50/011,0,0
Component_no_nested_classifiers,19_50/012,0,0
ClassifierTemplateParameter_has_constraining_classifier,19_50/013,0,0
CreateObjectAction_classifier_not_abstract,19_50/014,0,0
CreateObjectAction_classifier_not_association_class,19_50/015,0,0
InformationFlow_convey_classifiers,19_50/016,0,0
ActionInputPin_one_output_pin,19_50/017,0,0
ActionInputPin_input_pin,19_50/018,0,0
AcceptCallAction_unmarshall,20_53/000,180000,8665
InformationItem_not_instantiable,20_53/000,180000,8283
ObjectFlow_is_multicast_or_is_multireceive,20_53/000,180000,8261
Parameter_stream_and_exception,20_53/000,180000,7871
FinalState_no_regions,20_53/000,180000,9209
Reception_same_name_as_signal,20_53/000,180000,10755
State_submachine_or_regions,20_53/000,180000,10489
ActivityParameterNode_has_parameters,20_53/000,180000,17710
ActivityParameterNode_no_edges,20_53/000,180000,9099
DecisionNode_decision_input_flow_incoming,20_53/000,180000,14336
Extend_extension_points,20_53/000,180000,35007
FinalState_no_outgoing_transitions,20_53/000,180000,9802
ForkNode_one_incoming_edge,20_53/000,180000,9369
InitialNode_no_incoming_edges,20_53/001,2146.181818,9087
InitialNode_control_edges,20_53/001,2146.181818,9606
JoinNode_one_outgoing_edge,20_53/001,2146.181818,9615
MergeNode_one_outgoing_edge,20_53/001,2146.181818,9612
Property_derived_union_is_read_only,20_53/001,2146.181818,10798
Property_derived_union_is_derived,20_53/001,2146.181818,11250
Property_subsetted_property_names,20_53/001,2146.181818,11304
State_submachine_states,20_53/001,2146.181818,11727
State_composite_states,20_53/001,2146.181818,11710
ValuePin_no_incoming_edges,20_53/001,2146.181818,9483
AcceptEventAction_no_output_pins,20_53/001,2146.181818,10286
CallAction_synchronous_call,20_53/002,16963.5,13167
ConditionalNode_no_input_pins,20_53/002,16963.5,10693
Enumeration_immutable,20_53/002,16963.5,12075
Extension_is_binary,20_53/002,16963.5,10632
FinalNode_no_outgoing_edges,20_53/002,16963.5,10893
Pin_control_pins,20_53/002,16963.5,13351
Pin_not_unique,20_53/002,16963.5,12851
AcceptEventAction_no_input_pins,20_53/002,16963.5,13143
Node_internal_structure,20_53/003,180000,70589
State_destinations_or_sources_of_transitions,20_53/003,180000,180000
ExecutionSpecification_same_lifeline,20_53/004,180000,52077
StructuralFeatureAction_not_static,20_53/004,180000,86122
BehavioralFeature_abstract_no_method,20_53/005,47632.5,34790
InformationItem_has_no,20_53/005,47632.5,11769
ReadLinkObjectEndAction_ends_of_association,20_53/006,0,0
LinkAction_not_static,20_53/007,0,0
StringExpression_operands,20_53/008,0,0
Behavior_feature_of_context_classifier,20_53/009,0,0
CommunicationPath_association_ends,20_53/010,0,0
Component_no_nested_classifiers,20_53/011,0,0
ClassifierTemplateParameter_has_constraining_classifier,20_53/012,0,0
CreateObjectAction_classifier_not_abstract,20_53/013,0,0
CreateObjectAction_classifier_not_association_class,20_53/014,0,0
InformationFlow_convey_classifiers,20_53/015,0,0
ActionInputPin_one_output_pin,20_53/016,0,0
ActionInputPin_input_pin,20_53/017,0,0
AcceptCallAction_unmarshall,21_55/000,180000,8665
InformationItem_not_instantiable,21_55/000,180000,8283
ObjectFlow_is_multicast_or_is_multireceive,21_55/000,180000,8261
Parameter_stream_and_exception,21_55/000,180000,7871
FinalState_no_regions,21_55/000,180000,9209
Reception_same_name_as_signal,21_55/000,180000,10755
State_submachine_or_regions,21_55/000,180000,10489
ActivityParameterNode_has_parameters,21_55/000,180000,17710
ActivityParameterNode_no_edges,21_55/000,180000,9099
DecisionNode_decision_input_flow_incoming,21_55/000,180000,14336
Extend_extension_points,21_55/000,180000,35007
FinalState_no_outgoing_transitions,21_55/000,180000,9802
ForkNode_one_incoming_edge,21_55/000,180000,9369
InitialNode_no_incoming_edges,21_55/000,180000,9087
InitialNode_control_edges,21_55/000,180000,9606
JoinNode_one_outgoing_edge,21_55/001,180000,9615
MergeNode_one_outgoing_edge,21_55/001,180000,9612
Property_derived_union_is_read_only,21_55/001,180000,10798
Property_derived_union_is_derived,21_55/001,180000,11250
Property_subsetted_property_names,21_55/001,180000,11304
State_submachine_states,21_55/001,180000,11727
State_composite_states,21_55/001,180000,11710
ValuePin_no_incoming_edges,21_55/001,180000,9483
AcceptEventAction_no_output_pins,21_55/001,180000,10286
CallAction_synchronous_call,21_55/001,180000,13167
ConditionalNode_no_input_pins,21_55/002,180000,10693
Enumeration_immutable,21_55/002,180000,12075
Extension_is_binary,21_55/002,180000,10632
FinalNode_no_outgoing_edges,21_55/002,180000,10893
Pin_control_pins,21_55/002,180000,13351
Pin_not_unique,21_55/002,180000,12851
AcceptEventAction_no_input_pins,21_55/002,180000,13143
Node_internal_structure,21_55/002,180000,70589
State_destinations_or_sources_of_transitions,21_55/003,180000,180000
StructuralFeatureAction_not_static,21_55/003,180000,86122
InformationItem_has_no,21_55/003,180000,11769
ExecutionSpecification_same_lifeline,21_55/004,180000,52077
BehavioralFeature_abstract_no_method,21_55/004,180000,34790
ReadLinkObjectEndAction_ends_of_association,21_55/005,0,0
LinkAction_not_static,21_55/006,0,0
StringExpression_operands,21_55/007,0,0
Behavior_feature_of_context_classifier,21_55/008,0,0
CommunicationPath_association_ends,21_55/009,0,0
Component_no_nested_classifiers,21_55/010,0,0
ClassifierTemplateParameter_has_constraining_classifier,21_55/011,0,0
CreateObjectAction_classifier_not_abstract,21_55/012,0,0
CreateObjectAction_classifier_not_association_class,21_55/013,0,0
InformationFlow_convey_classifiers,21_55/014,0,0
ActionInputPin_one_output_pin,21_55/015,0,0
ActionInputPin_input_pin,21_55/016,0,0
AcceptCallAction_unmarshall,22_58/000,180000,8665
InformationItem_not_instantiable,22_58/000,180000,8283
ObjectFlow_is_multicast_or_is_multireceive,22_58/000,180000,8261
Parameter_stream_and_exception,22_58/000,180000,7871
FinalState_no_regions,22_58/000,180000,9209
Reception_same_name_as_signal,22_58/000,180000,10755
State_submachine_or_regions,22_58/000,180000,10489
ActivityParameterNode_has_parameters,22_58/000,180000,17710
ActivityParameterNode_no_edges,22_58/000,180000,9099
DecisionNode_decision_input_flow_incoming,22_58/000,180000,14336
Extend_extension_points,22_58/000,180000,35007
FinalState_no_outgoing_transitions,22_58/000,180000,9802
ForkNode_one_incoming_edge,22_58/000,180000,9369
InitialNode_no_incoming_edges,22_58/000,180000,9087
InitialNode_control_edges,22_58/000,180000,9606
JoinNode_one_outgoing_edge,22_58/000,180000,9615
MergeNode_one_outgoing_edge,22_58/001,180000,9612
Property_derived_union_is_read_only,22_58/001,180000,10798
Property_derived_union_is_derived,22_58/001,180000,11250
Property_subsetted_property_names,22_58/001,180000,11304
State_submachine_states,22_58/001,180000,11727
State_composite_states,22_58/001,180000,11710
ValuePin_no_incoming_edges,22_58/001,180000,9483
AcceptEventAction_no_output_pins,22_58/001,180000,10286
CallAction_synchronous_call,22_58/001,180000,13167
ConditionalNode_no_input_pins,22_58/001,180000,10693
Enumeration_immutable,22_58/002,180000,12075
Extension_is_binary,22_58/002,180000,10632
FinalNode_no_outgoing_edges,22_58/002,180000,10893
Pin_control_pins,22_58/002,180000,13351
Pin_not_unique,22_58/002,180000,12851
AcceptEventAction_no_input_pins,22_58/002,180000,13143
Node_internal_structure,22_58/002,180000,70589
State_destinations_or_sources_of_transitions,22_58/003,180000,180000
StructuralFeatureAction_not_static,22_58/003,180000,86122
InformationItem_has_no,22_58/003,180000,11769
ExecutionSpecification_same_lifeline,22_58/004,180000,52077
BehavioralFeature_abstract_no_method,22_58/004,180000,34790
ReadLinkObjectEndAction_ends_of_association,22_58/005,0,0
LinkAction_not_static,22_58/006,0,0
StringExpression_operands,22_58/007,0,0
Behavior_feature_of_context_classifier,22_58/008,0,0
CommunicationPath_association_ends,22_58/009,0,0
Component_no_nested_classifiers,22_58/010,0,0
ClassifierTemplateParameter_has_constraining_classifier,22_58/011,0,0
CreateObjectAction_classifier_not_abstract,22_58/012,0,0
CreateObjectAction_classifier_not_association_class,22_58/013,0,0
InformationFlow_convey_classifiers,22_58/014,0,0
ActionInputPin_one_output_pin,22_58/015,0,0
ActionInputPin_input_pin,22_58/016,0,0
AcceptCallAction_unmarshall,3_10/000,4367.5,8665
InformationItem_not_instantiable,3_10/000,4367.5,8283
ObjectFlow_is_multicast_or_is_multireceive,3_10/001,4071.5,8261
Parameter_stream_and_exception,3_10/001,4071.5,7871
FinalState_no_regions,3_10/002,0,0
Reception_same_name_as_signal,3_10/003,0,0
State_submachine_or_regions,3_10/004,0,0
ActivityParameterNode_has_parameters,3_10/005,0,0
ActivityParameterNode_no_edges,3_10/006,0,0
DecisionNode_decision_input_flow_incoming,3_10/007,0,0
Extend_extension_points,3_10/008,0,0
FinalState_no_outgoing_transitions,3_10/009,0,0
ForkNode_one_incoming_edge,3_10/010,0,0
InitialNode_no_incoming_edges,3_10/011,0,0
InitialNode_control_edges,3_10/012,0,0
JoinNode_one_outgoing_edge,3_10/013,0,0
MergeNode_one_outgoing_edge,3_10/014,0,0
Property_derived_union_is_read_only,3_10/015,0,0
Property_derived_union_is_derived,3_10/016,0,0
Property_subsetted_property_names,3_10/017,0,0
State_submachine_states,3_10/018,0,0
State_composite_states,3_10/019,0,0
ValuePin_no_incoming_edges,3_10/020,0,0
AcceptEventAction_no_output_pins,3_10/021,0,0
CallAction_synchronous_call,3_10/022,0,0
ConditionalNode_no_input_pins,3_10/023,0,0
Enumeration_immutable,3_10/024,0,0
Extension_is_binary,3_10/025,0,0
FinalNode_no_outgoing_edges,3_10/026,0,0
Pin_control_pins,3_10/027,0,0
Pin_not_unique,3_10/028,0,0
AcceptEventAction_no_input_pins,3_10/029,0,0
Node_internal_structure,3_10/030,0,0
State_destinations_or_sources_of_transitions,3_10/031,0,0
ExecutionSpecification_same_lifeline,3_10/032,0,0
StructuralFeatureAction_not_static,3_10/033,0,0
BehavioralFeature_abstract_no_method,3_10/034,0,0
InformationItem_has_no,3_10/035,0,0
ReadLinkObjectEndAction_ends_of_association,3_10/036,0,0
LinkAction_not_static,3_10/037,0,0
StringExpression_operands,3_10/038,0,0
Behavior_feature_of_context_classifier,3_10/039,0,0
CommunicationPath_association_ends,3_10/040,0,0
Component_no_nested_classifiers,3_10/041,0,0
ClassifierTemplateParameter_has_constraining_classifier,3_10/042,0,0
CreateObjectAction_classifier_not_abstract,3_10/043,0,0
CreateObjectAction_classifier_not_association_class,3_10/044,0,0
InformationFlow_convey_classifiers,3_10/045,0,0
ActionInputPin_one_output_pin,3_10/046,0,0
ActionInputPin_input_pin,3_10/047,0,0
AcceptCallAction_unmarshall,4_13/000,3157.333333,8665
InformationItem_not_instantiable,4_13/000,3157.333333,8283
ObjectFlow_is_multicast_or_is_multireceive,4_13/000,3157.333333,8261
Parameter_stream_and_exception,4_13/001,4469.5,7871
FinalState_no_regions,4_13/001,4469.5,9209
Reception_same_name_as_signal,4_13/002,0,0
State_submachine_or_regions,4_13/003,6315,10489
State_submachine_states,4_13/003,6315,11727
ActivityParameterNode_has_parameters,4_13/004,0,0
ActivityParameterNode_no_edges,4_13/005,0,0
DecisionNode_decision_input_flow_incoming,4_13/006,0,0
Extend_extension_points,4_13/007,0,0
FinalState_no_outgoing_transitions,4_13/008,0,0
ForkNode_one_incoming_edge,4_13/009,0,0
InitialNode_no_incoming_edges,4_13/010,5505,9087
InitialNode_control_edges,4_13/010,5505,9606
JoinNode_one_outgoing_edge,4_13/011,0,0
MergeNode_one_outgoing_edge,4_13/012,0,0
Property_derived_union_is_read_only,4_13/013,5842.5,10798
Property_derived_union_is_derived,4_13/013,5842.5,11250
Property_subsetted_property_names,4_13/014,0,0
State_composite_states,4_13/015,0,0
ValuePin_no_incoming_edges,4_13/016,0,0
AcceptEventAction_no_output_pins,4_13/017,0,0
CallAction_synchronous_call,4_13/018,0,0
ConditionalNode_no_input_pins,4_13/019,0,0
Enumeration_immutable,4_13/020,0,0
Extension_is_binary,4_13/021,0,0
FinalNode_no_outgoing_edges,4_13/022,0,0
Pin_control_pins,4_13/023,0,0
Pin_not_unique,4_13/024,0,0
AcceptEventAction_no_input_pins,4_13/025,0,0
Node_internal_structure,4_13/026,0,0
State_destinations_or_sources_of_transitions,4_13/027,0,0
ExecutionSpecification_same_lifeline,4_13/028,0,0
StructuralFeatureAction_not_static,4_13/029,0,0
BehavioralFeature_abstract_no_method,4_13/030,0,0
InformationItem_has_no,4_13/031,0,0
ReadLinkObjectEndAction_ends_of_association,4_13/032,0,0
LinkAction_not_static,4_13/033,0,0
StringExpression_operands,4_13/034,0,0
Behavior_feature_of_context_classifier,4_13/035,0,0
CommunicationPath_association_ends,4_13/036,0,0
Component_no_nested_classifiers,4_13/037,0,0
ClassifierTemplateParameter_has_constraining_classifier,4_13/038,0,0
CreateObjectAction_classifier_not_abstract,4_13/039,0,0
CreateObjectAction_classifier_not_association_class,4_13/040,0,0
InformationFlow_convey_classifiers,4_13/041,0,0
ActionInputPin_one_output_pin,4_13/042,0,0
ActionInputPin_input_pin,4_13/043,0,0
AcceptCallAction_unmarshall,5_15/000,2621,8665
InformationItem_not_instantiable,5_15/000,2621,8283
ObjectFlow_is_multicast_or_is_multireceive,5_15/000,2621,8261
Parameter_stream_and_exception,5_15/000,2621,7871
FinalState_no_regions,5_15/001,5710.5,9209
Reception_same_name_as_signal,5_15/001,5710.5,10755
State_submachine_or_regions,5_15/002,6096,10489
FinalState_no_outgoing_transitions,5_15/002,6096,9802
ActivityParameterNode_has_parameters,5_15/003,0,0
ActivityParameterNode_no_edges,5_15/004,6547.5,9099
DecisionNode_decision_input_flow_incoming,5_15/004,6547.5,14336
Extend_extension_points,5_15/005,0,0
ForkNode_one_incoming_edge,5_15/006,3706,9369
InitialNode_no_incoming_edges,5_15/006,3706,9087
InitialNode_control_edges,5_15/006,3706,9606
JoinNode_one_outgoing_edge,5_15/007,5094.5,9615
MergeNode_one_outgoing_edge,5_15/007,5094.5,9612
Property_derived_union_is_read_only,5_15/008,6855.666667,10798
Property_derived_union_is_derived,5_15/008,6855.666667,11250
Enumeration_immutable,5_15/008,6855.666667,12075
Property_subsetted_property_names,5_15/009,0,0
State_submachine_states,5_15/010,7772,11727
State_composite_states,5_15/010,7772,11710
ValuePin_no_incoming_edges,5_15/011,0,0
AcceptEventAction_no_output_pins,5_15/012,0,0
CallAction_synchronous_call,5_15/013,0,0
ConditionalNode_no_input_pins,5_15/014,0,0
Extension_is_binary,5_15/015,0,0
FinalNode_no_outgoing_edges,5_15/016,0,0
Pin_control_pins,5_15/017,7830,13351
Pin_not_unique,5_15/017,7830,12851
AcceptEventAction_no_input_pins,5_15/018,0,0
Node_internal_structure,5_15/019,0,0
State_destinations_or_sources_of_transitions,5_15/020,0,0
ExecutionSpecification_same_lifeline,5_15/021,0,0
StructuralFeatureAction_not_static,5_15/022,0,0
BehavioralFeature_abstract_no_method,5_15/023,0,0
InformationItem_has_no,5_15/024,0,0
ReadLinkObjectEndAction_ends_of_association,5_15/025,0,0
LinkAction_not_static,5_15/026,0,0
StringExpression_operands,5_15/027,0,0
Behavior_feature_of_context_classifier,5_15/028,0,0
CommunicationPath_association_ends,5_15/029,0,0
Component_no_nested_classifiers,5_15/030,0,0
ClassifierTemplateParameter_has_constraining_classifier,5_15/031,0,0
CreateObjectAction_classifier_not_abstract,5_15/032,0,0
CreateObjectAction_classifier_not_association_class,5_15/033,0,0
InformationFlow_convey_classifiers,5_15/034,0,0
ActionInputPin_one_output_pin,5_15/035,0,0
ActionInputPin_input_pin,5_15/036,0,0
AcceptCallAction_unmarshall,6_18/000,3926.5,8665
InformationItem_not_instantiable,6_18/000,3926.5,8283
ObjectFlow_is_multicast_or_is_multireceive,6_18/000,3926.5,8261
Parameter_stream_and_exception,6_18/000,3926.5,7871
FinalState_no_regions,6_18/001,5053.666667,9209
Reception_same_name_as_signal,6_18/001,5053.666667,10755
State_submachine_or_regions,6_18/001,5053.666667,10489
ActivityParameterNode_has_parameters,6_18/002,9333.5,17710
ActivityParameterNode_no_edges,6_18/002,9333.5,9099
DecisionNode_decision_input_flow_incoming,6_18/003,4295.25,14336
ForkNode_one_incoming_edge,6_18/003,4295.25,9369
InitialNode_no_incoming_edges,6_18/003,4295.25,9087
InitialNode_control_edges,6_18/003,4295.25,9606
Extend_extension_points,6_18/004,0,0
FinalState_no_outgoing_transitions,6_18/005,7031.5,9802
State_submachine_states,6_18/005,7031.5,11727
JoinNode_one_outgoing_edge,6_18/006,3530.333333,9615
MergeNode_one_outgoing_edge,6_18/006,3530.333333,9612
ValuePin_no_incoming_edges,6_18/006,3530.333333,9483
Property_derived_union_is_read_only,6_18/007,5384.25,10798
Property_derived_union_is_derived,6_18/007,5384.25,11250
Enumeration_immutable,6_18/007,5384.25,12075
Extension_is_binary,6_18/007,5384.25,10632
Property_subsetted_property_names,6_18/008,0,0
State_composite_states,6_18/009,0,0
AcceptEventAction_no_output_pins,6_18/010,0,0
CallAction_synchronous_call,6_18/011,0,0
ConditionalNode_no_input_pins,6_18/012,6034.666667,10693
Pin_control_pins,6_18/012,6034.666667,13351
Pin_not_unique,6_18/012,6034.666667,12851
FinalNode_no_outgoing_edges,6_18/013,0,0
AcceptEventAction_no_input_pins,6_18/014,0,0
Node_internal_structure,6_18/015,0,0
State_destinations_or_sources_of_transitions,6_18/016,0,0
ExecutionSpecification_same_lifeline,6_18/017,0,0
StructuralFeatureAction_not_static,6_18/018,0,0
BehavioralFeature_abstract_no_method,6_18/019,0,0
InformationItem_has_no,6_18/020,0,0
ReadLinkObjectEndAction_ends_of_association,6_18/021,0,0
LinkAction_not_static,6_18/022,0,0
StringExpression_operands,6_18/023,0,0
Behavior_feature_of_context_classifier,6_18/024,0,0
CommunicationPath_association_ends,6_18/025,0,0
Component_no_nested_classifiers,6_18/026,0,0
ClassifierTemplateParameter_has_constraining_classifier,6_18/027,0,0
CreateObjectAction_classifier_not_abstract,6_18/028,0,0
CreateObjectAction_classifier_not_association_class,6_18/029,0,0
InformationFlow_convey_classifiers,6_18/030,0,0
ActionInputPin_one_output_pin,6_18/031,0,0
ActionInputPin_input_pin,6_18/032,0,0
AcceptCallAction_unmarshall,7_20/000,3370.8,8665
InformationItem_not_instantiable,7_20/000,3370.8,8283
ObjectFlow_is_multicast_or_is_multireceive,7_20/000,3370.8,8261
Parameter_stream_and_exception,7_20/000,3370.8,7871
FinalState_no_regions,7_20/000,3370.8,9209
Reception_same_name_as_signal,7_20/001,6269,10755
State_submachine_or_regions,7_20/001,6269,10489
State_composite_states,7_20/001,6269,11710
ActivityParameterNode_has_parameters,7_20/002,9970.666667,17710
ActivityParameterNode_no_edges,7_20/002,9970.666667,9099
DecisionNode_decision_input_flow_incoming,7_20/002,9970.666667,14336
Extend_extension_points,7_20/003,49137,35007
FinalState_no_outgoing_transitions,7_20/003,49137,9802
ForkNode_one_incoming_edge,7_20/004,2878.4,9369
InitialNode_no_incoming_edges,7_20/004,2878.4,9087
InitialNode_control_edges,7_20/004,2878.4,9606
JoinNode_one_outgoing_edge,7_20/004,2878.4,9615
MergeNode_one_outgoing_edge,7_20/004,2878.4,9612
Property_derived_union_is_read_only,7_20/005,6501,10798
Property_derived_union_is_derived,7_20/005,6501,11250
State_submachine_states,7_20/005,6501,11727
Property_subsetted_property_names,7_20/006,0,0
ValuePin_no_incoming_edges,7_20/007,7736,9483
ConditionalNode_no_input_pins,7_20/007,7736,10693
AcceptEventAction_no_output_pins,7_20/008,0,0
CallAction_synchronous_call,7_20/009,0,0
Enumeration_immutable,7_20/010,7542.5,12075
Extension_is_binary,7_20/010,7542.5,10632
FinalNode_no_outgoing_edges,7_20/011,0,0
Pin_control_pins,7_20/012,7626,13351
Pin_not_unique,7_20/012,7626,12851
AcceptEventAction_no_input_pins,7_20/012,7626,13143
Node_internal_structure,7_20/013,0,0
State_destinations_or_sources_of_transitions,7_20/014,0,0
ExecutionSpecification_same_lifeline,7_20/015,0,0
StructuralFeatureAction_not_static,7_20/016,0,0
BehavioralFeature_abstract_no_method,7_20/017,0,0
InformationItem_has_no,7_20/018,0,0
ReadLinkObjectEndAction_ends_of_association,7_20/019,0,0
LinkAction_not_static,7_20/020,0,0
StringExpression_operands,7_20/021,0,0
Behavior_feature_of_context_classifier,7_20/022,0,0
CommunicationPath_association_ends,7_20/023,0,0
Component_no_nested_classifiers,7_20/024,0,0
ClassifierTemplateParameter_has_constraining_classifier,7_20/025,0,0
CreateObjectAction_classifier_not_abstract,7_20/026,0,0
CreateObjectAction_classifier_not_association_class,7_20/027,0,0
InformationFlow_convey_classifiers,7_20/028,0,0
ActionInputPin_one_output_pin,7_20/029,0,0
ActionInputPin_input_pin,7_20/030,0,0
AcceptCallAction_unmarshall,8_23/000,3764.8,8665
InformationItem_not_instantiable,8_23/000,3764.8,8283
ObjectFlow_is_multicast_or_is_multireceive,8_23/000,3764.8,8261
Parameter_stream_and_exception,8_23/000,3764.8,7871
FinalState_no_regions,8_23/000,3764.8,9209
Reception_same_name_as_signal,8_23/001,19789,10755
State_submachine_or_regions,8_23/001,19789,10489
ActivityParameterNode_has_parameters,8_23/001,19789,17710
ActivityParameterNode_no_edges,8_23/002,33651,9099
DecisionNode_decision_input_flow_incoming,8_23/002,33651,14336
Extend_extension_points,8_23/002,33651,35007
FinalState_no_outgoing_transitions,8_23/003,4513.25,9802
ForkNode_one_incoming_edge,8_23/003,4513.25,9369
InitialNode_no_incoming_edges,8_23/003,4513.25,9087
InitialNode_control_edges,8_23/003,4513.25,9606
JoinNode_one_outgoing_edge,8_23/004,6206.75,9615
MergeNode_one_outgoing_edge,8_23/004,6206.75,9612
Property_derived_union_is_read_only,8_23/004,6206.75,10798
Property_derived_union_is_derived,8_23/004,6206.75,11250
Property_subsetted_property_names,8_23/005,6235.5,11304
State_submachine_states,8_23/005,6235.5,11727
State_composite_states,8_23/006,7602.5,11710
ValuePin_no_incoming_edges,8_23/006,7602.5,9483
AcceptEventAction_no_output_pins,8_23/007,10419.5,10286
CallAction_synchronous_call,8_23/007,10419.5,13167
ConditionalNode_no_input_pins,8_23/008,7952.75,10693
Pin_control_pins,8_23/008,7952.75,13351
Pin_not_unique,8_23/008,7952.75,12851
AcceptEventAction_no_input_pins,8_23/008,7952.75,13143
Enumeration_immutable,8_23/009,7592,12075
Extension_is_binary,8_23/009,7592,10632
FinalNode_no_outgoing_edges,8_23/010,0,0
Node_internal_structure,8_23/011,0,0
State_destinations_or_sources_of_transitions,8_23/012,0,0
ExecutionSpecification_same_lifeline,8_23/013,0,0
StructuralFeatureAction_not_static,8_23/014,0,0
BehavioralFeature_abstract_no_method,8_23/015,0,0
InformationItem_has_no,8_23/016,0,0
ReadLinkObjectEndAction_ends_of_association,8_23/017,0,0
LinkAction_not_static,8_23/018,0,0
StringExpression_operands,8_23/019,0,0
Behavior_feature_of_context_classifier,8_23/020,0,0
CommunicationPath_association_ends,8_23/021,0,0
Component_no_nested_classifiers,8_23/022,0,0
ClassifierTemplateParameter_has_constraining_classifier,8_23/023,0,0
CreateObjectAction_classifier_not_abstract,8_23/024,0,0
CreateObjectAction_classifier_not_association_class,8_23/025,0,0
InformationFlow_convey_classifiers,8_23/026,0,0
ActionInputPin_one_output_pin,8_23/027,0,0
ActionInputPin_input_pin,8_23/028,0,0
AcceptCallAction_unmarshall,9_25/000,6075,8665
InformationItem_not_instantiable,9_25/000,6075,8283
ObjectFlow_is_multicast_or_is_multireceive,9_25/000,6075,8261
Parameter_stream_and_exception,9_25/000,6075,7871
FinalState_no_regions,9_25/000,6075,9209
Reception_same_name_as_signal,9_25/000,6075,10755
State_submachine_or_regions,9_25/001,14131.25,10489
ActivityParameterNode_has_parameters,9_25/001,14131.25,17710
ActivityParameterNode_no_edges,9_25/001,14131.25,9099
DecisionNode_decision_input_flow_incoming,9_25/001,14131.25,14336
Extend_extension_points,9_25/002,180000,35007
FinalState_no_outgoing_transitions,9_25/002,180000,9802
State_submachine_states,9_25/002,180000,11727
ForkNode_one_incoming_edge,9_25/003,3435.6,9369
InitialNode_no_incoming_edges,9_25/003,3435.6,9087
InitialNode_control_edges,9_25/003,3435.6,9606
JoinNode_one_outgoing_edge,9_25/003,3435.6,9615
MergeNode_one_outgoing_edge,9_25/003,3435.6,9612
Property_derived_union_is_read_only,9_25/004,4818.333333,10798
Property_derived_union_is_derived,9_25/004,4818.333333,11250
Property_subsetted_property_names,9_25/004,4818.333333,11304
State_composite_states,9_25/005,7455,11710
ValuePin_no_incoming_edges,9_25/005,7455,9483
AcceptEventAction_no_output_pins,9_25/006,9372,10286
CallAction_synchronous_call,9_25/006,9372,13167
ConditionalNode_no_input_pins,9_25/007,13994,10693
Enumeration_immutable,9_25/007,13994,12075
Extension_is_binary,9_25/008,10094,10632
FinalNode_no_outgoing_edges,9_25/008,10094,10893
Pin_control_pins,9_25/009,7893.666667,13351
Pin_not_unique,9_25/009,7893.666667,12851
AcceptEventAction_no_input_pins,9_25/009,7893.666667,13143
Node_internal_structure,9_25/010,0,0
State_destinations_or_sources_of_transitions,9_25/011,0,0
ExecutionSpecification_same_lifeline,9_25/012,0,0
StructuralFeatureAction_not_static,9_25/013,0,0
BehavioralFeature_abstract_no_method,9_25/014,0,0
InformationItem_has_no,9_25/015,0,0
ReadLinkObjectEndAction_ends_of_association,9_25/016,0,0
LinkAction_not_static,9_25/017,0,0
StringExpression_operands,9_25/018,0,0
Behavior_feature_of_context_classifier,9_25/019,0,0
CommunicationPath_association_ends,9_25/020,0,0
Component_no_nested_classifiers,9_25/021,0,0
ClassifierTemplateParameter_has_constraining_classifier,9_25/022,0,0
CreateObjectAction_classifier_not_abstract,9_25/023,0,0
CreateObjectAction_classifier_not_association_class,9_25/024,0,0
InformationFlow_convey_classifiers,9_25/025,0,0
ActionInputPin_one_output_pin,9_25/026,0,0
ActionInputPin_input_pin,9_25/027,0,0